Feature Carried Condition Correlation:
90IX: Total: 119, Poor: 15, Poor %: 12.61%
GRAND CONCOURSE: Total: 1, Poor: 0, Poor %: 0.00%
95I  95IX1M21003: Total: 1, Poor: 0, Poor %: 0.00%
907V907VX1M21020: Total: 1, Poor: 0, Poor %: 0.00%
PARKING AREA: Total: 1, Poor: 0, Poor %: 0.00%
87I 87IXIM12011: Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1M21009: Total: 1, Poor: 0, Poor %: 0.00%
BEDFORD PARK BLVD: Total: 1, Poor: 0, Poor %: 0.00%
BURNSIDE AVE- EB: Total: 1, Poor: 0, Poor %: 0.00%
EAST 138TH STREET: Total: 1, Poor: 0, Poor %: 0.00%
EAST 167TH STREET: Total: 1, Poor: 0, Poor %: 0.00%
EAST 170TH STREET EB: Total: 1, Poor: 0, Poor %: 0.00%
EAST 174TH STREET: Total: 1, Poor: 0, Poor %: 0.00%
EAST 175TH STREET: Total: 1, Poor: 0, Poor %: 0.00%
EAST 204TH STREET: Total: 1, Poor: 0, Poor %: 0.00%
EAST TREMONT AVE: Total: 1, Poor: 0, Poor %: 0.00%
KINGSBRIDGE RD-EB: Total: 1, Poor: 0, Poor %: 0.00%
907H 907HX1M11039: Total: 1, Poor: 0, Poor %: 0.00%
BRONX BOULEVARD (NB): Total: 1, Poor: 0, Poor %: 0.00%
NYCTA DYRE AVE LN: Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1M22037: Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1M21063: Total: 1, Poor: 0, Poor %: 0.00%
908FX: Total: 1, Poor: 0, Poor %: 0.00%
87I87IXM11078: Total: 1, Poor: 0, Poor %: 0.00%
95I  95IX1M21008: Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1M21005: Total: 1, Poor: 0, Poor %: 0.00%
678I678IX1M11016: Total: 1, Poor: 0, Poor %: 0.00%
695I 695IX1M11009: Total: 1, Poor: 0, Poor %: 0.00%
695I695IX1M12011: Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1M21057: Total: 1, Poor: 0, Poor %: 0.00%
95I  95IX1M22008 (WB): Total: 1, Poor: 0, Poor %: 0.00%
907V 907VXIM21011: Total: 1, Poor: 0, Poor %: 0.00%
95I  95IX1M22022: Total: 1, Poor: 1, Poor %: 100.00%
CSX TRANS/PT MRRS: Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1M21010: Total: 1, Poor: 1, Poor %: 100.00%
87I 87IX1M11061: Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1M22004: Total: 1, Poor: 0, Poor %: 0.00%
908A908AX1M11033: Total: 1, Poor: 0, Poor %: 0.00%
295I 295IX1M21018: Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1M210031: Total: 1, Poor: 0, Poor %: 0.00%
95I  95IX1MR12A1: Total: 1, Poor: 0, Poor %: 0.00%
695I 695IX1M12005: Total: 1, Poor: 0, Poor %: 0.00%
907V907VX1M21018: Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1M21032: Total: 1, Poor: 0, Poor %: 0.00%
87I87IX1M11060: Total: 1, Poor: 0, Poor %: 0.00%
1 FORDHAM RD WB: Total: 1, Poor: 0, Poor %: 0.00%
Abnd.CSXT/P MRRIS: Total: 1, Poor: 0, Poor %: 0.00%
CSX /P MRRIS (ABANDONED): Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1MR01C2: Total: 1, Poor: 0, Poor %: 0.00%
95I EB  95IX1M22002: Total: 1, Poor: 0, Poor %: 0.00%
MDE TO CBE EB: Total: 1, Poor: 0, Poor %: 0.00%
87I 87IX1M1060: Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1M21008: Total: 1, Poor: 0, Poor %: 0.00%
907H907HX1M12003: Total: 1, Poor: 0, Poor %: 0.00%
87I  87I X1M1105: Total: 1, Poor: 0, Poor %: 0.00%
907V907VX1M21005: Total: 1, Poor: 0, Poor %: 0.00%
87I87IXM12061: Total: 1, Poor: 0, Poor %: 0.00%
87I 87IX1M12064: Total: 1, Poor: 0, Poor %: 0.00%
907VX: Total: 1, Poor: 0, Poor %: 0.00%
907V 907VXIM21012: Total: 1, Poor: 0, Poor %: 0.00%
895I 895IX1M12006: Total: 1, Poor: 0, Poor %: 0.00%
907HX1M12005: Total: 1, Poor: 0, Poor %: 0.00%
908A 908AX1M12010: Total: 1, Poor: 1, Poor %: 100.00%
95I 95IX1M21071: Total: 1, Poor: 0, Poor %: 0.00%
Abandoned CSX TRANS/P MRRIS: Total: 1, Poor: 0, Poor %: 0.00%
NYCTA PELHAM LINE: Total: 1, Poor: 0, Poor %: 0.00%
87I 87IX1M12048: Total: 1, Poor: 0, Poor %: 0.00%
MAC CRACKEN AVE E: Total: 1, Poor: 1, Poor %: 100.00%
278I278IX1M53038: Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1M22036: Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1M21070: Total: 1, Poor: 0, Poor %: 0.00%
87I 87IX1M12006: Total: 1, Poor: 0, Poor %: 0.00%
Major Deegan Expressway (SB): Total: 1, Poor: 0, Poor %: 0.00%
87I87IX1M11057: Total: 1, Poor: 0, Poor %: 0.00%
MNRR Yard Tracks: Total: 1, Poor: 0, Poor %: 0.00%
95I 95IX1M22034: Total: 1, Poor: 0, Poor %: 0.00%
87I 87IX1M11041: Total: 1, Poor: 0, Poor %: 0.00%
81I 81I91013157: Total: 1, Poor: 0, Poor %: 0.00%
81IX: Total: 1, Poor: 0, Poor %: 0.00%
Mygatt St.: Total: 1, Poor: 0, Poor %: 0.00%
Mygatt St: Total: 1, Poor: 0, Poor %: 0.00%
363 363 91011003: Total: 1, Poor: 0, Poor %: 0.00%
11  11 91012023: Total: 1, Poor: 0, Poor %: 0.00%
ROBINSON STREET: Total: 1, Poor: 0, Poor %: 0.00%
ROUTE 7 RAMP: Total: 1, Poor: 0, Poor %: 0.00%
DELAWARE & HUDSON RAILROAD MP# 615.26: Total: 1, Poor: 0, Poor %: 0.00%
Chenango St: Total: 1, Poor: 0, Poor %: 0.00%
81I 81I91012013: Total: 1, Poor: 0, Poor %: 0.00%
NORFOLK SOUTHERN MP 214.01: Total: 1, Poor: 0, Poor %: 0.00%
81I 81I91012010: Total: 1, Poor: 0, Poor %: 0.00%
434 434 91012018: Total: 1, Poor: 0, Poor %: 0.00%
81I 81I91012004: Total: 1, Poor: 0, Poor %: 0.00%
TRIB W FORK LITTLE SNAKE CK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB W FRK LITTLE SNAKE CK: Total: 1, Poor: 0, Poor %: 0.00%
W FRK LITTLE SNAKE CREEK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB W FRK LITTLE SNAKE CREEK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB W FORK LITTLE SNAKE CREEK: Total: 1, Poor: 0, Poor %: 0.00%
W FK LIT SNAKE CK: Total: 1, Poor: 0, Poor %: 0.00%
DORMAN CREEK: Total: 1, Poor: 0, Poor %: 0.00%
GLEN CASTLE CREEK: Total: 1, Poor: 0, Poor %: 0.00%
GILBERT CREEK: Total: 1, Poor: 1, Poor %: 100.00%
11   11 91013085: Total: 1, Poor: 0, Poor %: 0.00%
11   11 91013086: Total: 1, Poor: 0, Poor %: 0.00%
81I 81I91013017: Total: 1, Poor: 0, Poor %: 0.00%
WEST SERVICE ROAD: Total: 1, Poor: 0, Poor %: 0.00%
NY Susq & Western MP. 199.88: Total: 1, Poor: 0, Poor %: 0.00%
KATTEL CREEK: Total: 1, Poor: 0, Poor %: 0.00%
Tributary Osborn: Total: 1, Poor: 0, Poor %: 0.00%
TRIB. OSBORNE CREEK: Total: 1, Poor: 0, Poor %: 0.00%
CR 221  Tunnel Road: Total: 1, Poor: 0, Poor %: 0.00%
CR 221 Tunnel Road: Total: 1, Poor: 0, Poor %: 0.00%
7   7 91013115: Total: 1, Poor: 0, Poor %: 0.00%
7   7 91013116: Total: 1, Poor: 0, Poor %: 0.00%
TRB OSBORNE CREEK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB OSBORNE CK: Total: 1, Poor: 0, Poor %: 0.00%
TRIBUTARY to SUSQUEHANNA RIVER: Total: 1, Poor: 0, Poor %: 0.00%
88I 88I91011115: Total: 1, Poor: 0, Poor %: 0.00%
TRIBUTARY SUSQUEHANNA RIVER: Total: 1, Poor: 0, Poor %: 0.00%
88I 88I91011059: Total: 1, Poor: 0, Poor %: 0.00%
TRIB OSBORNE CREEK: Total: 1, Poor: 0, Poor %: 0.00%
CONKLIN CREEK: Total: 1, Poor: 0, Poor %: 0.00%
LITTLE SNAKE: Total: 1, Poor: 0, Poor %: 0.00%
NORFOLK SOUTHERN M.P.620.93: Total: 1, Poor: 0, Poor %: 0.00%
TRIB SUSQUEHANNA RIVER: Total: 1, Poor: 0, Poor %: 0.00%
TRIB SUSQUEHANNA: Total: 1, Poor: 0, Poor %: 0.00%
7   7    91011075: Total: 1, Poor: 0, Poor %: 0.00%
CARLIN CK: Total: 1, Poor: 0, Poor %: 0.00%
W FORK LITTLE SNAKE CREEK: Total: 1, Poor: 0, Poor %: 0.00%
81  81 91013004: Total: 1, Poor: 1, Poor %: 100.00%
CR 69: Total: 1, Poor: 0, Poor %: 0.00%
GLENWOOD ROAD: Total: 1, Poor: 0, Poor %: 0.00%
26  26 91011076: Total: 1, Poor: 0, Poor %: 0.00%
NORFOLK SOUTHERN R.R. MP 221.53: Total: 1, Poor: 0, Poor %: 0.00%
88I 88I91011257: Total: 1, Poor: 0, Poor %: 0.00%
OSBORN CREEK: Total: 1, Poor: 0, Poor %: 0.00%
88I 88I91011252: Total: 1, Poor: 0, Poor %: 0.00%
88I 88I91011246: Total: 1, Poor: 0, Poor %: 0.00%
OAKDALE ROAD: Total: 1, Poor: 0, Poor %: 0.00%
NORTH BROAD ST: Total: 1, Poor: 0, Poor %: 0.00%
LESTER AVENUE: Total: 1, Poor: 0, Poor %: 0.00%
NORFOLK SOUTHERN MP.193.91: Total: 1, Poor: 0, Poor %: 0.00%
Ramp B: Total: 1, Poor: 0, Poor %: 0.00%
17C 17C91021083: Total: 1, Poor: 0, Poor %: 0.00%
NORFOLK SOUTHERN MP 194.93: Total: 1, Poor: 0, Poor %: 0.00%
17  17 91071082: Total: 1, Poor: 0, Poor %: 0.00%
Ramp A: Total: 1, Poor: 0, Poor %: 0.00%
OLIVE STREET: Total: 1, Poor: 0, Poor %: 0.00%
NORFOLK  SOUTHERN R.R. MP 216.43: Total: 1, Poor: 0, Poor %: 0.00%
LIT CHOCONUT CR: Total: 1, Poor: 0, Poor %: 0.00%
DEKAYS CREEK: Total: 1, Poor: 0, Poor %: 0.00%
990G990G 91011002: Total: 1, Poor: 0, Poor %: 0.00%
STRATTON MILL CREEK: Total: 1, Poor: 0, Poor %: 0.00%
81I 81I91011083: Total: 1, Poor: 0, Poor %: 0.00%
STANLEY HOLLOW CR: Total: 1, Poor: 0, Poor %: 0.00%
990G990G91011007: Total: 1, Poor: 0, Poor %: 0.00%
990G990G91011008: Total: 1, Poor: 0, Poor %: 0.00%
CR52 COLESVILLE R: Total: 1, Poor: 0, Poor %: 0.00%
COUNTY ROAD 52: Total: 1, Poor: 0, Poor %: 0.00%
86I  17 91073024: Total: 1, Poor: 0, Poor %: 0.00%
11  11 91011036: Total: 1, Poor: 0, Poor %: 0.00%
STANLEY HOLLOW CK: Total: 1, Poor: 0, Poor %: 0.00%
11  11 91011083: Total: 1, Poor: 0, Poor %: 0.00%
CR 209  MAIN STREET: Total: 1, Poor: 0, Poor %: 0.00%
DUELL CREEK: Total: 1, Poor: 1, Poor %: 100.00%
81I 81I 91011078: Total: 1, Poor: 0, Poor %: 0.00%
COLESVLLE RD-CR52: Total: 1, Poor: 0, Poor %: 0.00%
SHERWOOD HLLW CRK: Total: 1, Poor: 0, Poor %: 0.00%
17  17 91073035: Total: 1, Poor: 0, Poor %: 0.00%
TRIB CULVER CREEK: Total: 1, Poor: 0, Poor %: 0.00%
LEWIS CREEK: Total: 1, Poor: 0, Poor %: 0.00%
KETCHUMVILLE CRK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB E B NANTICOKE CREEK: Total: 1, Poor: 1, Poor %: 100.00%
KETCHUMVILLE BRK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB NANTICOKE CK: Total: 1, Poor: 0, Poor %: 0.00%
E BR NANTICOKE CR: Total: 1, Poor: 0, Poor %: 0.00%
PHELPS STREET: Total: 1, Poor: 0, Poor %: 0.00%
PHELPS CREEK: Total: 1, Poor: 0, Poor %: 0.00%
PHELPS CRK: Total: 1, Poor: 0, Poor %: 0.00%
7   7 91013011: Total: 1, Poor: 0, Poor %: 0.00%
N-S RR MP 176.84: Total: 1, Poor: 0, Poor %: 0.00%
N-S RR MP 176.86: Total: 1, Poor: 0, Poor %: 0.00%
17  17 91073209: Total: 1, Poor: 0, Poor %: 0.00%
17  17 91073251: Total: 1, Poor: 0, Poor %: 0.00%
17  17 91073199: Total: 1, Poor: 0, Poor %: 0.00%
17  17 91073262: Total: 1, Poor: 0, Poor %: 0.00%
SHERMAN CREEK: Total: 1, Poor: 0, Poor %: 0.00%
TICKNOR BROOK: Total: 1, Poor: 0, Poor %: 0.00%
N-S RR MP 223.93: Total: 1, Poor: 0, Poor %: 0.00%
17  17 91071062: Total: 1, Poor: 0, Poor %: 0.00%
17C 17C91021055: Total: 1, Poor: 0, Poor %: 0.00%
NORFOLK SOUTHERN MP. 220.11: Total: 1, Poor: 0, Poor %: 0.00%
BRIXIUS CREEK: Total: 1, Poor: 0, Poor %: 0.00%
434 434 91011077: Total: 1, Poor: 0, Poor %: 0.00%
BOLAND DRIVE: Total: 1, Poor: 0, Poor %: 0.00%
OLD VESTAL ROAD: Total: 1, Poor: 0, Poor %: 0.00%
TRIB CHOCONUT CRK: Total: 1, Poor: 0, Poor %: 0.00%
434 434 91011038: Total: 1, Poor: 0, Poor %: 0.00%
CR 44 - OLD VESTAL RD: Total: 1, Poor: 0, Poor %: 0.00%
CR 44 - OLD VESTAL ROAD: Total: 1, Poor: 0, Poor %: 0.00%
FULLER HOLLOW CK: Total: 1, Poor: 0, Poor %: 0.00%
WILLOW RUN CREEK: Total: 1, Poor: 0, Poor %: 0.00%
BUNN HILL CREEK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB SUGAR CREEK: Total: 1, Poor: 0, Poor %: 0.00%
BIG CHOCONUT CR: Total: 1, Poor: 0, Poor %: 0.00%
MEEKER CREEK: Total: 1, Poor: 0, Poor %: 0.00%
FULLER HOLLOW CRK: Total: 1, Poor: 0, Poor %: 0.00%
SHEEDY CREEK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB TRACY CREEK: Total: 1, Poor: 0, Poor %: 0.00%
FULLER HOLLOW CR.: Total: 1, Poor: 1, Poor %: 100.00%
MOSS CREEK: Total: 1, Poor: 0, Poor %: 0.00%
SANFORD CREEK: Total: 1, Poor: 0, Poor %: 0.00%
NORTH OCCANUM CRE: Total: 1, Poor: 0, Poor %: 0.00%
TRIB SUSQUE RIVER: Total: 1, Poor: 0, Poor %: 0.00%
NORTH OCCANUM CRK: Total: 1, Poor: 0, Poor %: 0.00%
17  17 91073055: Total: 1, Poor: 0, Poor %: 0.00%
17  17 91073166: Total: 1, Poor: 0, Poor %: 0.00%
86I 17 91073061: Total: 1, Poor: 0, Poor %: 0.00%
HOTCHKISS CREEK: Total: 1, Poor: 0, Poor %: 0.00%
11 11 91012044: Total: 1, Poor: 0, Poor %: 0.00%
TRIB DEKAYS CREEK: Total: 1, Poor: 0, Poor %: 0.00%
Five Mile Creek: Total: 1, Poor: 0, Poor %: 0.00%
FIVE MILE RD: Total: 1, Poor: 0, Poor %: 0.00%
Five Mile Road: Total: 1, Poor: 0, Poor %: 0.00%
86I 17 51123127: Total: 1, Poor: 0, Poor %: 0.00%
SMITH HOLLOW: Total: 1, Poor: 0, Poor %: 0.00%
NINE MILE CRK: Total: 1, Poor: 0, Poor %: 0.00%
86I 17 51123149: Total: 1, Poor: 0, Poor %: 0.00%
Schwartz Rd: Total: 1, Poor: 0, Poor %: 0.00%
SCHWARTZ ROAD: Total: 1, Poor: 0, Poor %: 0.00%
BUFF & PITTS R.O.: Total: 1, Poor: 0, Poor %: 0.00%
219 219 51133341: Total: 1, Poor: 0, Poor %: 0.00%
Cattaraugus Creek: Total: 1, Poor: 0, Poor %: 0.00%
Cattaraugus Crk: Total: 1, Poor: 0, Poor %: 0.00%
TR CATTARAUGUS CK: Total: 1, Poor: 0, Poor %: 0.00%
BUFF.& PITTSBURGH: Total: 1, Poor: 0, Poor %: 0.00%
219 219 51011063: Total: 1, Poor: 0, Poor %: 0.00%
NICHOLS RUN: Total: 1, Poor: 0, Poor %: 0.00%
IRISH BROOK: Total: 1, Poor: 0, Poor %: 0.00%
LIMESTONE BROOK: Total: 1, Poor: 0, Poor %: 0.00%
QUAKER LAKE OUTLT: Total: 1, Poor: 0, Poor %: 0.00%
86I 17 51021127: Total: 1, Poor: 0, Poor %: 0.00%
COLD STREAM BROOK: Total: 1, Poor: 0, Poor %: 0.00%
LIT.CONEWANGO CRK: Total: 1, Poor: 0, Poor %: 0.00%
86I 17 51121091: Total: 1, Poor: 0, Poor %: 0.00%
WILLIS CREEK: Total: 1, Poor: 0, Poor %: 0.00%
CONEWANGO FEEDER: Total: 1, Poor: 0, Poor %: 0.00%
STATE DRAIN DITCH: Total: 1, Poor: 0, Poor %: 0.00%
N BR MILL CREEK: Total: 1, Poor: 0, Poor %: 0.00%
SLAB CITY CREEK: Total: 1, Poor: 0, Poor %: 0.00%
S BR CATTARGUS CK: Total: 1, Poor: 0, Poor %: 0.00%
CONNOISARAULY CRK: Total: 1, Poor: 0, Poor %: 0.00%
BEAVER MEADOWS CR: Total: 1, Poor: 0, Poor %: 0.00%
IRISH HILL BROOK: Total: 1, Poor: 0, Poor %: 0.00%
DEVEREAUX BR: Total: 1, Poor: 0, Poor %: 0.00%
BRYANT HILL CREEK: Total: 1, Poor: 0, Poor %: 0.00%
DEVEREAUX BRANCH: Total: 1, Poor: 0, Poor %: 0.00%
PLUM CREEK: Total: 1, Poor: 0, Poor %: 0.00%
BRCH ISCHUA CREEK: Total: 1, Poor: 0, Poor %: 0.00%
FEEDER ISCHUA CRK: Total: 1, Poor: 0, Poor %: 0.00%
FORKS CRK. FEEDER: Total: 1, Poor: 0, Poor %: 0.00%
BOYCE RUN: Total: 1, Poor: 0, Poor %: 0.00%
CLEAR CREEK TRIB.: Total: 1, Poor: 0, Poor %: 0.00%
TRIB ELTON CREEK: Total: 1, Poor: 0, Poor %: 0.00%
BR CLEAR CREEK: Total: 1, Poor: 0, Poor %: 0.00%
GREAT VALLEY CRK.: Total: 1, Poor: 0, Poor %: 0.00%
WRIGHT'S CREEK: Total: 1, Poor: 0, Poor %: 0.00%
SOMERVLLE VAL CRK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB GREAT VALLEY: Total: 1, Poor: 0, Poor %: 0.00%
SCOTT BRANCH CRK: Total: 1, Poor: 0, Poor %: 0.00%
PAINTERLICK CRK: Total: 1, Poor: 0, Poor %: 0.00%
FAY HOLLOW CREEK: Total: 1, Poor: 0, Poor %: 0.00%
BR FIVE MILE CRK: Total: 1, Poor: 0, Poor %: 0.00%
GULL BROOK: Total: 1, Poor: 0, Poor %: 0.00%
FAY HOLLOW BROOK: Total: 1, Poor: 0, Poor %: 0.00%
86I 17 51125064: Total: 1, Poor: 0, Poor %: 0.00%
BRANCH FORKS CRK: Total: 1, Poor: 0, Poor %: 0.00%
Trib. Wrights Crk: Total: 1, Poor: 0, Poor %: 0.00%
TRIB. WRIGHTS CRK: Total: 1, Poor: 0, Poor %: 0.00%
FARWELL HOLLOW: Total: 1, Poor: 0, Poor %: 0.00%
BRN ISCHUA CREEK: Total: 1, Poor: 0, Poor %: 0.00%
HARDSCRABBLE CRK: Total: 1, Poor: 0, Poor %: 0.00%
FEED LIT VALLEY C: Total: 1, Poor: 0, Poor %: 0.00%
DUBLIN HOLLOW CK: Total: 1, Poor: 0, Poor %: 0.00%
WHIG STREET CRK: Total: 1, Poor: 0, Poor %: 0.00%
BR LIT VALLEY CRK: Total: 1, Poor: 0, Poor %: 0.00%
TB LIT VALLEY CRK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB GATES CREEK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB TO CUBA LAKE: Total: 1, Poor: 0, Poor %: 0.00%
TRIB. ISCHUA CREEK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB MANSFIELD CR: Total: 1, Poor: 0, Poor %: 0.00%
BR LITTLE VALL CK: Total: 1, Poor: 0, Poor %: 0.00%
EDDYVILLE CREEK: Total: 1, Poor: 0, Poor %: 0.00%
WAITE CREEK: Total: 1, Poor: 0, Poor %: 0.00%
PEASLEE HOLLOW CR: Total: 1, Poor: 0, Poor %: 0.00%
CATTARAUGUS CRK F: Total: 1, Poor: 0, Poor %: 0.00%
LAWRENCE HLLW CRK: Total: 1, Poor: 0, Poor %: 0.00%
WAITE HOLLW CREEK: Total: 1, Poor: 0, Poor %: 0.00%
86I 17 51124018: Total: 1, Poor: 0, Poor %: 0.00%
OLEAN TRAIL: Total: 1, Poor: 0, Poor %: 0.00%
Buffalo St.: Total: 1, Poor: 0, Poor %: 0.00%
BUFFALO STREET: Total: 1, Poor: 0, Poor %: 0.00%
Johnson St.: Total: 1, Poor: 0, Poor %: 0.00%
JOHNSON STREET: Total: 1, Poor: 0, Poor %: 0.00%
BRANCH OLEAN CRK: Total: 1, Poor: 0, Poor %: 0.00%
GODFREY HLLOW BRK: Total: 1, Poor: 0, Poor %: 0.00%
MIX CREEK: Total: 1, Poor: 0, Poor %: 0.00%
PRIVATE ROADWAY: Total: 1, Poor: 0, Poor %: 0.00%
S BR CATT CREEK: Total: 1, Poor: 0, Poor %: 0.00%
WATERMAN BROOK: Total: 1, Poor: 1, Poor %: 100.00%
LITTLE INDIAN CRK: Total: 1, Poor: 0, Poor %: 0.00%
OSWAYO STREAM: Total: 1, Poor: 0, Poor %: 0.00%
BUTTERNUT BROOK: Total: 1, Poor: 0, Poor %: 0.00%
ALLEGANY RIVER: Total: 1, Poor: 0, Poor %: 0.00%
LIT CONEWANGO C: Total: 1, Poor: 0, Poor %: 0.00%
86I 17 51121052: Total: 1, Poor: 0, Poor %: 0.00%
BRCH BATTLE CREEK: Total: 1, Poor: 0, Poor %: 0.00%
86I 17 51121040: Total: 1, Poor: 1, Poor %: 100.00%
FRANCE BROOK: Total: 1, Poor: 0, Poor %: 0.00%
SUNFISH RUN CREEK: Total: 1, Poor: 0, Poor %: 0.00%
BR CANEADEA CRK: Total: 1, Poor: 0, Poor %: 0.00%
86I 17 51121185: Total: 1, Poor: 0, Poor %: 0.00%
BUCKTOOTH RUN: Total: 1, Poor: 0, Poor %: 0.00%
BONE RUN: Total: 1, Poor: 1, Poor %: 100.00%
BONE RUN CREEK: Total: 1, Poor: 0, Poor %: 0.00%
SAWMILL RUN CREEK: Total: 1, Poor: 0, Poor %: 0.00%
S BR SAWMILL RUN: Total: 1, Poor: 0, Poor %: 0.00%
CHENY BROOK: Total: 1, Poor: 0, Poor %: 0.00%
GUN BARREL CREEK: Total: 1, Poor: 0, Poor %: 0.00%
MCKINSTRY CREEK: Total: 1, Poor: 0, Poor %: 0.00%
Unknown Creek: Total: 1, Poor: 0, Poor %: 0.00%
OWASCO POWER RACE: Total: 1, Poor: 0, Poor %: 0.00%
OWASCO RIVER RACE: Total: 1, Poor: 0, Poor %: 0.00%
FINGER LAKES RAILROAD: Total: 1, Poor: 0, Poor %: 0.00%
PAINES CREEK: Total: 1, Poor: 0, Poor %: 0.00%
COLDSPRINGBROOK: Total: 1, Poor: 0, Poor %: 0.00%
BONTA BR RD CR14: Total: 1, Poor: 0, Poor %: 0.00%
Mud Pond Outlet: Total: 1, Poor: 0, Poor %: 0.00%
EXT.YAWGER CREEK: Total: 1, Poor: 0, Poor %: 0.00%
LITTLE SALMON CRK: Total: 1, Poor: 1, Poor %: 100.00%
OLD QUAKER CREEK: Total: 1, Poor: 0, Poor %: 0.00%
S BR CRANE BROOK: Total: 1, Poor: 0, Poor %: 0.00%
EXT.GREAT GULLY: Total: 1, Poor: 0, Poor %: 0.00%
STERLING VLLEY CK: Total: 1, Poor: 0, Poor %: 0.00%
STERLING VALLEY CREEK: Total: 1, Poor: 1, Poor %: 100.00%
STERLING POND OUT: Total: 1, Poor: 0, Poor %: 0.00%
FALL CREEK TRIBUT: Total: 1, Poor: 0, Poor %: 0.00%
TRB OF FALL CREEK: Total: 1, Poor: 0, Poor %: 0.00%
LAKE COMO INLET: Total: 1, Poor: 0, Poor %: 0.00%
OWASCO LKE OUTLET: Total: 1, Poor: 0, Poor %: 0.00%
LITTL SODUS CREEK: Total: 1, Poor: 0, Poor %: 0.00%
TRB STILLWATER CK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB STILLWATER C: Total: 1, Poor: 0, Poor %: 0.00%
TRIB CASS RUN: Total: 1, Poor: 0, Poor %: 0.00%
TRIB.CASS RUN: Total: 1, Poor: 0, Poor %: 0.00%
TRIB MILL CREEK: Total: 1, Poor: 0, Poor %: 0.00%
BIG INLET: Total: 1, Poor: 0, Poor %: 0.00%
TRB DEWITTVLE CRK: Total: 1, Poor: 0, Poor %: 0.00%
TRIB DREDGE DITCH: Total: 1, Poor: 0, Poor %: 0.00%
BRANCH CHERRY CRK: Total: 1, Poor: 0, Poor %: 0.00%
BNCH CHERRY CREEK: Total: 1, Poor: 0, Poor %: 0.00%
BR CHERRY CREEK: Total: 1, Poor: 0, Poor %: 0.00%
L BROKENNSTRAW CR: Total: 1, Poor: 0, Poor %: 0.00%
BR OF BROWNELL BR: Total: 1, Poor: 0, Poor %: 0.00%
RESERVOIR OUTFLOW: Total: 1, Poor: 0, Poor %: 0.00%
WESTMAN ROAD: Total: 1, Poor: 0, Poor %: 0.00%
DUTCH HOLLOW CRK: Total: 1, Poor: 0, Poor %: 0.00%
MIDWAY CREEK: Total: 1, Poor: 0, Poor %: 0.00%
BELLEVIEW CREEK: Total: 1, Poor: 0, Poor %: 0.00%
86I 17 52011295: Total: 1, Poor: 0, Poor %: 0.00%
86I 17 52052A01: Total: 1, Poor: 0, Poor %: 0.00%
17  17 52011244: Total: 1, Poor: 0, Poor %: 0.00%
17  17 52111214: Total: 1, Poor: 0, Poor %: 0.00%
TRIB CHAUTAUQUA LAKE: Total: 1, Poor: 1, Poor %: 100.00%
60  60 52013001: Total: 1, Poor: 0, Poor %: 0.00%
60  60 52013002: Total: 1, Poor: 0, Poor %: 0.00%
CR 81: Total: 1, Poor: 0, Poor %: 0.00%
86I 17 52111307: Total: 1, Poor: 0, Poor %: 0.00%
17 17  52111290: Total: 1, Poor: 0, Poor %: 0.00%
17  17 52111278: Total: 1, Poor: 0, Poor %: 0.00%
TWENTY-EIGHTH CRK: Total: 1, Poor: 0, Poor %: 0.00%
MILL RUN BROOK: Total: 1, Poor: 0, Poor %: 0.00%
FULLER GULF CREEK: Total: 1, Poor: 1, Poor %: 100.00%
BR OF CLEAR CREEK: Total: 1, Poor: 0, Poor %: 0.00%
Chadakoin River: Total: 1, Poor: 0, Poor %: 0.00%
BEAVER MEADOW BRK: Total: 1, Poor: 0, Poor %: 0.00%
HERRICK CREEK: Total: 1, Poor: 1, Poor %: 100.00%
French Creek: Total: 1, Poor: 0, Poor %: 0.00%
TOWERVILLE CREEK: Total: 1, Poor: 0, Poor %: 0.00%
E BR SILVER CREEK: Total: 1, Poor: 0, Poor %: 0.00%
BUFFALO RD: Total: 1, Poor: 0, Poor %: 0.00%
